,timespan,SleepStatus,actigraphy,light,Schedule,detailed_sleepwake
95702,188,Sleep,0.0,0.0,0,0.0
95703,189,Sleep,0.0,0.0,0,0.0
95704,190,Sleep,0.0,0.0,0,0.0
95705,191,Sleep,0.0,0.0,0,0.0
95706,192,Sleep,0.0,0.0,0,0.0
95707,193,Sleep,0.0,0.0,0,0.0
95708,194,Sleep,0.0,0.0,0,0.0
95709,195,Sleep,0.0,0.0,0,0.0
95710,196,Sleep,0.0,0.0,0,0.0
95711,197,Sleep,0.0,0.0,0,0.0
95712,198,Sleep,0.0,0.0,0,0.0
95713,199,Sleep,101.0,0.0,0,1.0
95714,200,Sleep,0.0,0.0,0,0.0
95715,201,Sleep,0.0,0.0,0,0.0
95716,202,Sleep,0.0,0.0,0,0.0
95717,203,Sleep,0.0,0.0,0,0.0
95718,204,Sleep,0.0,0.0,0,0.0
95719,205,Sleep,0.0,0.0,0,0.0
95720,206,Sleep,0.0,0.0,0,0.0
95721,207,Sleep,0.0,0.0,0,0.0
95722,208,Sleep,0.0,0.0,0,0.0
95723,209,Sleep,0.0,0.0,0,0.0
95724,210,Sleep,85.0,0.0,0,1.0
95725,211,Sleep,0.0,0.0,0,0.0
95726,212,Sleep,0.0,0.0,0,0.0
95727,213,Sleep,0.0,0.0,0,0.0
95728,214,Sleep,0.0,0.0,0,0.0
95729,215,Sleep,0.0,0.0,0,0.0
95730,216,Sleep,0.0,0.0,0,0.0
95731,217,Sleep,0.0,0.0,0,0.0
95732,218,Sleep,0.0,0.0,0,0.0
95733,219,Sleep,0.0,0.0,0,0.0
95734,220,Sleep,0.0,0.0,0,0.0
95735,221,Sleep,0.0,0.0,0,0.0
95736,222,Sleep,0.0,0.0,0,0.0
95737,223,Sleep,0.0,0.0,0,0.0
95738,224,Sleep,0.0,0.0,0,0.0
95739,225,Sleep,0.0,0.0,0,0.0
95740,226,Sleep,0.0,0.0,0,0.0
95741,227,Sleep,0.0,0.0,0,0.0
95742,228,Sleep,0.0,0.0,0,0.0
95743,229,Sleep,0.0,0.0,0,0.0
95744,230,Sleep,0.0,0.0,0,0.0
95745,231,Sleep,0.0,0.0,0,0.0
95746,232,Sleep,0.0,0.0,0,0.0
95747,233,Sleep,0.0,0.0,0,0.0
95748,234,Sleep,54.0,0.0,0,1.0
95749,235,Sleep,109.0,0.0,0,1.0
95750,236,Sleep,0.0,0.0,0,0.0
95751,237,Sleep,2.0,0.0,0,0.0
95752,238,Sleep,0.0,0.0,0,0.0
95753,239,Sleep,0.0,0.0,0,0.0
95754,240,Sleep,0.0,0.0,0,0.0
95755,241,Sleep,0.0,0.0,0,0.0
95756,242,Sleep,0.0,0.0,0,0.0
95757,243,Sleep,0.0,0.0,0,0.0
95758,244,Sleep,0.0,0.0,0,0.0
95759,245,Sleep,0.0,0.0,0,0.0
95760,246,Sleep,0.0,0.0,0,0.0
95761,247,Sleep,0.0,0.0,0,0.0
95762,248,Sleep,0.0,0.0,0,0.0
95763,249,Sleep,0.0,0.0,0,0.0
95764,250,Sleep,0.0,0.0,0,0.0
95765,251,Sleep,0.0,0.0,0,0.0
95766,252,Sleep,0.0,0.0,0,0.0
95767,253,Sleep,0.0,0.0,0,0.0
95768,254,Sleep,0.0,0.0,0,0.0
95769,255,Sleep,0.0,0.0,0,0.0
95770,256,Sleep,0.0,0.0,0,0.0
95771,257,Sleep,0.0,0.0,0,0.0
95772,258,Sleep,0.0,0.0,0,0.0
95773,259,Sleep,0.0,0.0,0,0.0
95774,260,Sleep,0.0,0.0,0,0.0
95775,261,Sleep,0.0,0.0,0,0.0
95776,262,Sleep,0.0,0.0,0,0.0
95777,263,Sleep,0.0,0.0,0,0.0
95778,264,Sleep,0.0,0.0,0,0.0
95779,265,Sleep,0.0,0.0,0,0.0
95780,266,Sleep,0.0,0.0,0,0.0
95781,267,Sleep,0.0,0.0,0,0.0
95782,268,Sleep,0.0,0.0,0,0.0
95783,269,Sleep,0.0,0.0,0,0.0
95784,270,Sleep,0.0,0.0,0,0.0
95785,271,Sleep,0.0,0.0,0,0.0
95786,272,Sleep,0.0,0.0,0,0.0
95787,273,Sleep,0.0,0.0,0,0.0
95788,274,Sleep,31.0,0.0,0,0.0
95789,275,Sleep,0.0,0.0,0,0.0
95790,276,Sleep,0.0,0.0,0,0.0
95791,277,Sleep,73.0,0.0,0,1.0
95792,278,Sleep,0.0,0.0,0,0.0
95793,279,Sleep,0.0,0.0,0,0.0
95794,280,Sleep,0.0,0.0,0,0.0
95795,281,Sleep,0.0,0.0,0,0.0
95796,282,Sleep,0.0,0.0,0,0.0
95797,283,Sleep,46.0,0.0,0,1.0
95798,284,Sleep,0.0,0.0,0,0.0
95799,285,Sleep,0.0,0.0,0,0.0
95800,286,Sleep,0.0,0.0,0,0.0
95801,287,Sleep,0.0,0.0,0,0.0
95802,288,Sleep,0.0,0.0,0,0.0
95803,289,Sleep,0.0,0.0,0,0.0
95804,290,Sleep,0.0,0.0,0,0.0
95805,291,Sleep,23.0,0.0,0,0.0
95806,292,Sleep,,0.0,0,0.0
95807,293,Sleep,,0.0,0,0.0
95808,294,Sleep,,0.0,0,0.0
95809,295,Sleep,,0.0,0,0.0
95810,296,Sleep,,0.0,0,0.0
95811,297,Sleep,,0.0,0,0.0
95812,298,Sleep,,0.0,0,0.0
95813,299,Sleep,,0.0,0,0.0
95814,300,Sleep,,0.0,0,0.0
95815,301,Sleep,,0.0,0,0.0
95816,302,Sleep,,0.0,0,0.0
95817,303,Sleep,,0.0,0,0.0
95818,304,Sleep,,0.0,0,0.0
95819,305,Sleep,,0.0,0,0.0
95820,306,Sleep,,0.0,0,0.0
95821,307,Sleep,,0.0,0,0.0
95822,308,Sleep,,0.0,0,0.0
95823,309,Sleep,,0.0,0,0.0
95824,310,Sleep,,0.0,0,0.0
95825,311,Sleep,,0.0,0,0.0
95826,312,Sleep,,0.0,0,0.0
95827,313,Sleep,,0.0,0,0.0
95828,314,Sleep,,0.0,0,0.0
95829,315,Sleep,,0.0,0,0.0
95830,316,Sleep,,0.0,0,0.0
95831,317,Sleep,,0.0,0,0.0
95832,318,Sleep,,0.0,0,0.0
95833,319,Sleep,,0.0,0,0.0
95834,320,Sleep,,0.0,0,0.0
95835,321,Sleep,,0.0,0,0.0
95836,322,Sleep,,0.0,0,0.0
95837,323,Sleep,,0.0,0,0.0
95838,324,Sleep,,0.0,0,0.0
95839,325,Sleep,,0.0,0,0.0
95840,326,Sleep,,0.0,0,0.0
95841,327,Sleep,,0.0,0,0.0
95842,328,Sleep,,0.0,0,0.0
95843,329,Sleep,,0.0,0,0.0
95844,330,Sleep,,0.0,0,0.0
95845,331,Sleep,,0.0,0,0.0
95846,332,Sleep,,0.0,0,0.0
95847,333,Sleep,,0.0,0,0.0
95848,334,Sleep,,0.0,0,0.0
95849,335,Sleep,,0.0,0,0.0
95850,336,Sleep,,0.0,0,0.0
95851,337,Sleep,,0.0,0,0.0
95852,338,Sleep,,0.0,0,0.0
95853,339,Sleep,,0.0,0,0.0
95854,340,Sleep,,0.0,0,0.0
95855,341,Sleep,,0.0,0,0.0
95856,342,Sleep,,0.0,0,0.0
95857,343,Sleep,,0.0,0,0.0
95858,344,Sleep,,0.0,0,0.0
95859,345,Sleep,,0.0,0,0.0
95860,346,Sleep,,0.0,0,0.0
95861,347,Sleep,,0.0,0,0.0
95862,348,Sleep,,0.0,0,0.0
95863,349,Sleep,,0.0,0,0.0
95864,350,Sleep,,0.0,0,0.0
95865,351,Sleep,,0.0,0,0.0
95866,352,Sleep,,0.0,0,0.0
95867,353,Sleep,,0.0,0,0.0
95868,354,Sleep,,0.0,0,0.0
95869,355,Sleep,,0.0,0,0.0
95870,356,Sleep,,0.0,0,0.0
95871,357,Sleep,,0.0,0,1.0
95872,358,Sleep,,0.0,0,0.0
95873,359,Sleep,,0.0,0,0.0
95874,360,Sleep,,0.0,0,0.0
95875,361,Sleep,,0.0,0,0.0
95876,362,Sleep,,0.0,0,0.0
95877,363,Sleep,,0.0,0,0.0
95878,364,Sleep,,0.0,0,0.0
95879,365,Sleep,,0.0,0,0.0
95880,366,Sleep,,0.0,0,0.0
95881,367,Sleep,,0.0,0,0.0
95882,368,Sleep,0.0,0.0,0,0.0
95883,369,Sleep,0.0,0.0,0,0.0
95884,370,Sleep,0.0,0.0,0,0.0
95885,371,Sleep,0.0,0.0,0,0.0
95886,372,Sleep,0.0,0.0,0,0.0
95887,373,Sleep,0.0,0.0,0,0.0
95888,374,Sleep,0.0,0.0,0,0.0
95889,375,Sleep,0.0,0.0,0,0.0
95890,376,Sleep,0.0,0.0,0,0.0
95891,377,Sleep,0.0,0.0,0,0.0
95892,378,Sleep,0.0,0.0,0,0.0
95893,379,Sleep,0.0,0.0,0,0.0
95894,380,Sleep,0.0,0.0,0,0.0
95895,381,Sleep,0.0,0.0,0,0.0
95896,382,Sleep,0.0,0.0,0,0.0
95897,383,Sleep,0.0,0.0,0,0.0
95898,384,Sleep,0.0,0.0,0,0.0
95899,385,Sleep,0.0,0.0,0,0.0
95900,386,Sleep,0.0,0.0,0,0.0
95901,387,Sleep,0.0,0.0,0,0.0
95902,388,Sleep,0.0,0.0,0,0.0
95903,389,Sleep,0.0,0.0,0,0.0
95904,390,Sleep,0.0,0.0,0,0.0
95905,391,Sleep,0.0,0.0,0,0.0
95906,392,Sleep,0.0,0.0,0,0.0
95907,393,Sleep,0.0,0.0,0,0.0
95908,394,Sleep,0.0,0.0,0,0.0
95909,395,Sleep,0.0,0.0,0,0.0
95910,396,Sleep,0.0,0.0,0,0.0
95911,397,Sleep,0.0,0.0,0,0.0
95912,398,Sleep,2.0,0.0,0,0.0
95913,399,Sleep,0.0,0.0,0,0.0
95914,400,Sleep,64.0,0.0,0,1.0
95915,401,Sleep,0.0,0.0,0,0.0
95916,402,Sleep,0.0,0.0,0,0.0
95917,403,Sleep,0.0,0.0,0,0.0
95918,404,Sleep,0.0,0.0,0,0.0
95919,405,Sleep,0.0,0.0,0,0.0
95920,406,Sleep,0.0,0.0,0,0.0
95921,407,Sleep,0.0,0.0,0,0.0
95922,408,Sleep,0.0,0.0,0,0.0
95923,409,Sleep,64.0,0.0,0,1.0
95924,410,Sleep,0.0,0.0,0,0.0
95925,411,Sleep,0.0,0.0,0,0.0
95926,412,Sleep,0.0,0.0,0,0.0
95927,413,Sleep,0.0,0.0,0,0.0
95928,414,Sleep,0.0,0.0,0,0.0
95929,415,Sleep,0.0,0.0,0,0.0
95930,416,Sleep,0.0,0.0,0,0.0
95931,417,Sleep,0.0,0.0,0,0.0
95932,418,Sleep,0.0,0.0,0,0.0
95933,419,Sleep,0.0,0.0,0,0.0
95934,420,Sleep,0.0,0.0,0,0.0
95935,421,Sleep,0.0,0.0,0,0.0
95936,422,Sleep,0.0,0.0,0,0.0
95937,423,Sleep,26.0,0.0,0,0.0
95938,424,Sleep,0.0,0.0,0,0.0
95939,425,Sleep,0.0,0.0,0,0.0
95940,426,Sleep,0.0,0.0,0,0.0
95941,427,Sleep,0.0,0.0,0,0.0
95942,428,Sleep,0.0,0.0,0,0.0
95943,429,Sleep,0.0,0.0,0,0.0
95944,430,Sleep,0.0,0.0,0,0.0
95945,431,Sleep,0.0,0.0,0,0.0
95946,432,Sleep,0.0,0.0,0,0.0
95947,433,Sleep,0.0,0.0,0,0.0
95948,434,Sleep,0.0,0.0,0,0.0
95949,435,Sleep,0.0,0.0,0,0.0
95950,436,Sleep,0.0,0.0,0,0.0
95951,437,Sleep,0.0,0.0,0,0.0
95952,438,Sleep,0.0,0.0,0,0.0
95953,439,Sleep,0.0,0.0,0,0.0
95954,440,Sleep,0.0,0.0,0,0.0
95955,441,Sleep,0.0,0.0,0,0.0
95956,442,Sleep,0.0,0.0,0,0.0
95957,443,Sleep,0.0,0.0,0,0.0
95958,444,Sleep,0.0,0.0,0,0.0
95959,445,Sleep,0.0,0.0,0,0.0
95960,446,Sleep,0.0,0.0,0,0.0
95961,447,Sleep,0.0,0.0,0,0.0
95962,448,Sleep,0.0,0.0,0,0.0
95963,449,Sleep,0.0,0.0,1,0.0
95964,450,Sleep,0.0,0.0,1,0.0
95965,451,Sleep,0.0,0.0,1,0.0
95966,452,Sleep,0.0,0.0,1,0.0
95967,453,Sleep,0.0,0.0,1,0.0
95968,454,Sleep,0.0,0.0,1,0.0
95969,455,Sleep,0.0,0.0,1,0.0
95970,456,Sleep,79.0,0.0,1,1.0
95971,457,Sleep,0.0,0.0,1,0.0
95972,458,Sleep,0.0,0.0,1,0.0
95973,459,Sleep,0.0,0.0,1,0.0
95974,460,Sleep,0.0,0.0,1,0.0
95975,461,Sleep,0.0,0.0,1,0.0
95976,462,Sleep,0.0,0.0,1,0.0
95977,463,Sleep,0.0,0.0,1,0.0
95978,464,Sleep,0.0,0.0,1,0.0
95979,465,Sleep,0.0,0.0,1,0.0
95980,466,Sleep,0.0,0.0,1,0.0
95981,467,Sleep,0.0,0.0,1,0.0
95982,468,Sleep,0.0,0.0,1,0.0
95983,469,Sleep,2.0,0.0,1,0.0
95984,470,Sleep,0.0,0.0,1,0.0
95985,471,Sleep,0.0,0.0,1,0.0
95986,472,Sleep,0.0,0.0,1,0.0
95987,473,Sleep,0.0,0.0,1,0.0
95988,474,Sleep,0.0,0.0,1,0.0
95989,475,Sleep,0.0,0.0,1,0.0
95990,476,Sleep,0.0,0.0,1,0.0
95991,477,Sleep,0.0,0.0,1,0.0
95992,478,Sleep,0.0,0.0,1,0.0
95993,479,Sleep,0.0,0.0,1,0.0
95994,480,Sleep,0.0,0.0,1,0.0
95995,481,Sleep,0.0,0.0,1,0.0
95996,482,Sleep,0.0,0.0,1,0.0
95997,483,Sleep,0.0,0.0,1,0.0
95998,484,Sleep,0.0,0.0,1,0.0
95999,485,Sleep,0.0,0.0,1,0.0
96000,486,Sleep,0.0,0.0,1,0.0
96001,487,Sleep,0.0,0.0,1,0.0
96002,488,Sleep,0.0,0.0,1,0.0
96003,489,Sleep,0.0,0.0,1,0.0
96004,490,Sleep,0.0,0.0,1,0.0
96005,491,Sleep,0.0,0.0,1,0.0
96006,492,Sleep,0.0,0.0,1,0.0
96007,493,Sleep,0.0,0.0,1,0.0
96008,494,Sleep,0.0,0.0,1,0.0
96009,495,Sleep,0.0,0.0,1,0.0
96010,496,Sleep,0.0,0.0,1,0.0
96011,497,Sleep,0.0,0.0,1,0.0
96012,498,Sleep,0.0,0.0,1,0.0
96013,499,Sleep,0.0,0.0,1,0.0
96014,500,Sleep,0.0,0.0,1,0.0
96015,501,Sleep,9.0,0.0,1,0.0
96016,502,Sleep,0.0,0.0,1,1.0
96017,503,Sleep,270.0,0.0,1,1.0
96018,504,Sleep,0.0,0.0,1,1.0
96019,505,Sleep,0.0,0.0,1,0.0
96020,506,Sleep,0.0,0.0,1,0.0
96021,507,Sleep,82.0,0.0,1,1.0
96022,508,Sleep,97.0,0.0,1,1.0
96023,509,Sleep,0.0,0.0,1,0.0
96024,510,Sleep,46.0,0.0,1,1.0
96025,511,Sleep,0.0,0.0,1,0.0
96026,512,Sleep,0.0,0.0,1,0.0
96027,513,Sleep,0.0,0.0,1,0.0
96028,514,Sleep,0.0,0.0,1,0.0
96029,515,Sleep,0.0,0.0,1,0.0
96030,516,Sleep,0.0,0.0,1,0.0
96031,517,Sleep,0.0,0.0,1,0.0
96032,518,Sleep,0.0,0.0,1,0.0
96033,519,Sleep,0.0,0.0,1,0.0
96034,520,Sleep,0.0,0.0,1,0.0
96035,521,Sleep,0.0,0.0,1,0.0
96036,522,Sleep,2.0,0.0,1,0.0
96037,523,Sleep,0.0,0.0,1,0.0
96038,524,Sleep,0.0,0.0,1,0.0
96039,525,Sleep,0.0,0.0,1,0.0
96040,526,Sleep,2.0,0.0,1,0.0
96041,527,Sleep,0.0,0.0,1,0.0
96042,528,Sleep,50.0,0.0,1,1.0
96043,529,Sleep,0.0,0.0,1,0.0
96044,530,Sleep,0.0,0.0,1,0.0
96045,531,Sleep,0.0,0.0,1,0.0
96046,532,Sleep,0.0,0.0,1,0.0
96047,533,Sleep,0.0,0.0,1,0.0
96048,534,Sleep,0.0,0.0,1,0.0
96049,535,Sleep,0.0,0.0,1,0.0
96050,536,Sleep,0.0,0.0,1,0.0
96051,537,Sleep,0.0,0.0,1,0.0
96052,538,Sleep,0.0,0.0,1,0.0
96053,539,Sleep,0.0,0.0,1,0.0
96054,540,Sleep,0.0,0.0,1,0.0
96055,541,Sleep,0.0,0.0,1,0.0
96056,542,Sleep,0.0,0.0,1,0.0
96057,543,Sleep,0.0,0.0,1,0.0
96058,544,Sleep,0.0,0.0,1,0.0
96059,545,Sleep,48.0,0.0,1,1.0
96060,546,Sleep,0.0,0.0,1,0.0
96061,547,Sleep,3.0,0.0,1,0.0
96062,548,Sleep,0.0,0.0,1,0.0
96063,549,Sleep,0.0,0.0,1,0.0
96064,550,Sleep,0.0,0.0,1,0.0
96065,551,Sleep,0.0,0.0,1,0.0
96066,552,Sleep,0.0,0.0,1,0.0
96067,553,Sleep,0.0,0.0,1,0.0
96068,554,Sleep,0.0,0.0,1,0.0
96069,555,Sleep,0.0,0.0,1,0.0
96070,556,Sleep,0.0,0.0,1,0.0
96071,557,Sleep,0.0,0.0,1,0.0
96072,558,Sleep,0.0,0.0,1,0.0
96073,559,Sleep,0.0,0.0,1,0.0
96074,560,Sleep,0.0,0.0,1,0.0
96075,561,Sleep,0.0,0.0,1,0.0
96076,562,Sleep,0.0,0.0,1,0.0
96077,563,Sleep,0.0,0.0,1,0.0
96078,564,Sleep,0.0,0.0,1,0.0
96079,565,Sleep,0.0,0.0,1,0.0
96080,566,Sleep,0.0,0.0,1,0.0
96081,567,Sleep,0.0,0.0,1,0.0
96082,568,Sleep,0.0,0.0,1,0.0
96083,569,Sleep,0.0,0.0,1,0.0
96084,570,Sleep,94.0,0.0,1,1.0
96085,571,Sleep,0.0,0.0,1,0.0
96086,572,Sleep,0.0,0.0,1,0.0
96087,573,Sleep,0.0,0.0,1,0.0
96088,574,Sleep,0.0,0.0,1,0.0
96089,575,Sleep,0.0,0.0,1,0.0
96090,576,Sleep,48.0,0.0,1,1.0
96091,577,Sleep,176.0,0.0,1,1.0
96092,578,Sleep,188.0,0.0,1,1.0
96093,579,Sleep,79.0,0.0,1,1.0
96094,580,Sleep,44.0,0.0,1,1.0
96095,581,Sleep,76.0,0.0,1,1.0
96096,582,Sleep,2.0,0.0,1,0.0
96097,583,Sleep,0.0,0.0,1,0.0
96098,584,Sleep,105.0,0.0,1,1.0
96099,585,Sleep,50.0,0.0,1,1.0
96100,586,Sleep,0.0,0.0,1,0.0
96101,587,Sleep,0.0,0.0,1,0.0
96102,588,Sleep,0.0,0.0,1,0.0
96103,589,Sleep,0.0,0.0,1,0.0
96104,590,Sleep,0.0,0.0,1,0.0
96105,591,Sleep,0.0,0.0,1,0.0
96106,592,Sleep,0.0,0.0,1,0.0
96107,593,Sleep,0.0,0.0,1,0.0
96108,594,Sleep,0.0,0.0,1,0.0
96109,595,Sleep,0.0,0.0,1,0.0
96110,596,Sleep,54.0,0.0,1,1.0
96111,597,Sleep,0.0,0.0,1,0.0
96112,598,Sleep,0.0,0.0,1,0.0
96113,599,Sleep,0.0,0.0,1,0.0
96114,600,Sleep,0.0,0.0,1,0.0
96115,601,Sleep,0.0,0.0,1,0.0
96116,602,Sleep,0.0,0.0,1,0.0
96117,603,Sleep,0.0,0.0,1,0.0
96118,604,Sleep,0.0,0.0,1,0.0
96119,605,Sleep,0.0,0.0,1,0.0
96120,606,Sleep,0.0,0.0,1,0.0
96121,607,Sleep,0.0,0.0,1,0.0
96122,608,Sleep,0.0,0.0,1,0.0
96123,609,Sleep,0.0,0.0,1,0.0
96124,610,Sleep,0.0,0.0,1,0.0
96125,611,Sleep,76.0,0.0,1,1.0
96126,612,Sleep,0.0,0.0,1,0.0
96127,613,Sleep,0.0,0.0,1,0.0
96128,614,Sleep,0.0,0.0,1,0.0
96129,615,Sleep,0.0,0.0,1,0.0
96130,616,Sleep,0.0,0.0,1,0.0
96131,617,Sleep,0.0,0.0,1,0.0
96132,618,Sleep,0.0,0.0,1,0.0
96133,619,Sleep,0.0,0.0,1,0.0
96134,620,Sleep,0.0,0.0,1,0.0
96135,621,Sleep,0.0,0.0,1,0.0
96136,622,Sleep,0.0,0.0,1,0.0
96137,623,Sleep,0.0,0.0,1,0.0
96138,624,Sleep,0.0,0.0,1,0.0
96139,625,Sleep,0.0,0.0,1,0.0
96140,626,Sleep,0.0,0.0,1,0.0
96141,627,Sleep,0.0,0.0,1,0.0
96142,628,Sleep,0.0,0.0,1,0.0
96143,629,Sleep,0.0,0.0,1,0.0
96144,630,Sleep,0.0,0.0,1,0.0
96145,631,Sleep,0.0,0.0,1,0.0
96146,632,Sleep,139.0,0.0,1,1.0
96147,633,Sleep,0.0,0.0,1,0.0
96148,634,Sleep,0.0,0.0,1,0.0
96149,635,Sleep,0.0,0.0,1,0.0
96150,636,Sleep,0.0,0.0,1,0.0
96151,637,Sleep,0.0,0.0,1,0.0
96152,638,Sleep,0.0,0.0,1,0.0
96153,639,Sleep,0.0,0.0,1,0.0
96154,640,Sleep,0.0,0.0,1,0.0
96155,641,Sleep,0.0,0.0,1,0.0
96156,642,Sleep,0.0,0.0,1,0.0
96157,643,Sleep,164.0,0.0,1,1.0
96158,644,Wake,27.0,0.0,1,1.0
96159,645,Wake,18.0,0.0,1,1.0
96160,646,Wake,85.0,0.0,1,1.0
96161,647,Wake,0.0,0.0,1,0.0
96162,648,Wake,0.0,0.0,1,0.0
96163,649,Wake,0.0,0.0,1,0.0
96164,650,Wake,79.0,0.0,1,1.0
96165,651,Wake,42.0,0.0,1,1.0
96166,652,Wake,11.0,0.0,1,0.0
96167,653,Wake,50.0,0.0,1,1.0
96168,654,Wake,0.0,0.0,1,0.0
96169,655,Wake,0.0,0.0,1,0.0
96170,656,Wake,40.0,0.0,1,1.0
96171,657,Wake,25.0,0.0,1,0.0
96172,658,Wake,0.0,0.0,1,0.0
96173,659,Wake,0.0,0.0,1,0.0
96174,660,Wake,46.0,0.0,1,1.0
96175,661,Wake,11.0,0.0,1,0.0
96176,662,Wake,0.0,0.0,1,0.0
96177,663,Wake,16.0,0.0,1,0.0
96178,664,Wake,0.0,0.0,1,0.0
96179,665,Wake,0.0,0.0,1,0.0
96180,666,Wake,0.0,0.0,1,0.0
96181,667,Wake,26.0,0.0,1,1.0
96182,668,Wake,117.0,0.0,1,1.0
96183,669,Wake,134.0,0.0,1,1.0
96184,670,Wake,139.0,0.0,1,1.0
96185,671,Wake,9.0,0.0,1,1.0
96186,672,Wake,94.0,0.0,1,1.0
96187,673,Wake,44.0,0.0,1,1.0
96188,674,Wake,194.0,0.0,1,1.0
96189,675,Wake,154.0,0.0,1,1.0
96190,676,Wake,0.0,0.0,1,0.0
96191,677,Wake,0.0,0.0,1,0.0
96192,678,Wake,10.0,0.0,1,0.0
96193,679,Wake,73.0,0.0,1,1.0
96194,680,Wake,105.0,0.0,1,1.0
96195,681,Wake,7.0,0.0,1,0.0
96196,682,Wake,12.0,0.0,1,0.0
96197,683,Wake,14.0,0.0,1,0.0
96198,684,Wake,2.0,0.0,1,1.0
96199,685,Wake,76.0,0.0,1,1.0
96200,686,Wake,801.0,0.0,1,1.0
96201,687,Wake,159.0,0.0,1,1.0
96202,688,Wake,12.0,0.0,1,1.0
96203,689,Wake,0.0,0.0,1,0.0
96204,690,Wake,2.0,0.0,1,1.0
96205,691,Wake,584.0,0.0,1,1.0
96206,692,Wake,11.0,0.0,1,1.0
96207,693,Wake,0.0,0.0,1,1.0
96208,694,Wake,121.0,0.0,1,1.0
96209,695,Wake,0.0,0.0,1,0.0
96210,696,Wake,27.0,0.0,1,1.0
96211,697,Wake,194.0,0.0,1,1.0
96212,698,Wake,482.0,0.0,1,1.0
96213,699,Wake,729.0,28.7,1,1.0
96214,700,Wake,498.0,22.31,1,1.0
96215,701,Wake,853.0,46.48,1,1.0
96216,702,Wake,801.0,21.27,1,1.0
96217,703,Wake,452.0,25.87,1,1.0
96218,704,Wake,149.0,28.53,1,1.0
96219,705,Wake,38.0,57.11,1,1.0
96220,706,Wake,188.0,117.43,1,1.0
96221,707,Wake,2.0,22.4,1,1.0
96222,708,Wake,438.0,38.07,1,1.0
96223,709,Wake,411.0,28.54,1,1.0
96224,710,Wake,1132.0,63.42,1,1.0
96225,711,Wake,424.0,115.91,1,1.0
96226,712,Wake,752.0,73.21,1,1.0
96227,713,Wake,684.0,45.52,1,1.0
96228,714,Wake,482.0,52.22,1,1.0
96229,715,Wake,642.0,49.84,1,1.0
96230,716,Wake,752.0,44.09,1,1.0
96231,717,Wake,398.0,49.53,1,1.0
96232,718,Wake,29.0,32.09,1,1.0
96233,719,Wake,26.0,34.97,1,1.0
96234,720,Wake,21.0,31.53,1,0.0
96235,721,Wake,0.0,30.33,1,0.0
96236,722,Wake,0.0,31.31,1,0.0
96237,723,Wake,0.0,29.68,1,0.0
96238,724,Wake,149.0,33.25,1,1.0
96239,725,Wake,0.0,29.55,1,0.0
96240,726,Wake,6.0,29.55,1,0.0
96241,727,Wake,0.0,30.86,1,0.0
96242,728,Wake,0.0,30.86,1,0.0
96243,729,Wake,0.0,32.25,1,0.0
96244,730,Wake,5.0,28.4,1,0.0
96245,731,Wake,0.0,32.25,1,0.0
96246,732,Wake,0.0,31.02,1,0.0
96247,733,Wake,0.0,31.02,1,0.0
96248,734,Wake,0.0,31.02,1,0.0
96249,735,Wake,29.0,32.25,1,1.0
96250,736,Wake,438.0,31.52,1,1.0
96251,737,Wake,170.0,49.2,1,1.0
96252,738,Wake,411.0,52.34,1,1.0
96253,739,Wake,121.0,99.91,1,1.0
96254,740,Wake,94.0,45.58,1,1.0
96255,741,Wake,398.0,30.86,1,1.0
96256,742,Wake,0.0,30.79,1,1.0
96257,743,Wake,3.0,32.02,1,0.0
96258,744,Wake,50.0,32.02,1,1.0
96259,745,Wake,154.0,26.09,1,1.0
96260,746,Wake,42.0,19.57,1,1.0
96261,747,Wake,237.0,8.97,1,1.0
96262,748,Wake,105.0,40.65,1,1.0
96263,749,Wake,58.0,40.88,1,1.0
96264,750,Wake,24.0,33.32,1,1.0
96265,751,Wake,288.0,32.01,1,1.0
96266,752,Wake,182.0,38.94,1,1.0
96267,753,Wake,129.0,55.54,1,1.0
96268,754,Wake,46.0,4.94,1,1.0
96269,755,Wake,0.0,19.04,1,1.0
96270,756,Wake,208.0,34.56,1,1.0
96271,757,Wake,36.0,29.56,1,1.0
96272,758,Wake,149.0,36.78,1,1.0
96273,759,Wake,29.0,38.94,1,1.0
96274,760,Wake,149.0,27.34,1,1.0
96275,761,Wake,14.0,0.0,1,1.0
96276,762,Wake,9.0,0.0,1,0.0
96277,763,Wake,0.0,0.0,1,0.0
96278,764,Wake,0.0,0.0,1,0.0
96279,765,Wake,79.0,18.47,1,1.0
96280,766,Wake,125.0,7.79,1,1.0
96281,767,Wake,36.0,23.22,1,1.0
96282,768,Wake,361.0,30.78,1,1.0
96283,769,Wake,706.0,14.4,1,1.0
96284,770,Wake,853.0,0.0,1,1.0
96285,771,Wake,776.0,0.0,1,1.0
96286,772,Wake,584.0,0.0,1,1.0
96287,773,Wake,514.0,0.0,1,1.0
96288,774,Wake,752.0,0.0,1,1.0
96289,775,Wake,642.0,0.0,1,1.0
96290,776,Wake,548.0,0.0,1,1.0
96291,777,Wake,584.0,0.0,1,1.0
96292,778,Wake,729.0,0.0,1,1.0
96293,779,Wake,729.0,0.0,1,1.0
96294,780,Wake,452.0,0.0,1,1.0
96295,781,Wake,706.0,0.0,1,1.0
96296,782,Wake,801.0,0.0,1,1.0
96297,783,Wake,752.0,0.0,1,1.0
96298,784,Wake,438.0,0.0,1,1.0
